Timestamp,"Have you been scammed before? 
Pernahkah ada di tipu secara online sebelum ini?","What is your age group?
Apakah kumpulan umur anda?","What is your gender?
Apakah jantina anda?","What is your highest level of education?
Apakah tahap pendidikan tertinggi anda?","What is your employment status?
Apakah status pekerjaan anda?","How much is your income?
Berapakah gaji anda?
(Ex : 1000)","How often do you use the internet?
Berapa kerapkah anda menggunakan internet?","What type of online platforms do you use most frequently? 
Apakah jenis platform dalam talian yang paling kerap digunakan oleh anda?","On average how many hours do you spend online daily? (Enter a number only)
Anggaran, berapa jam anda meluangkan masa dalam talian setiap hari? (Masukkan nombor sahaja)  ","How many times do you usually interact with strangers online?
Berapa kali anda biasanya berinteraksi dengan orang yang tidak dikenali dalam talian?","On average, how many online transactions do you complete per month? (Enter a number only)
Secara purata, berapa banyak transaksi dalam talian yang anda lengkapkan setiap bulan? (Masukkan nombor sahaja)  ","How many different social media account do you actively use? (Enter a number only)
Berapa banyak akaun media sosial yang anda gunakan secara aktif? (Masukkan nombor sahaja)  ","How many email accounts do you have? (Enter a number only)
Berapa banyak akaun emel yang anda gunakan? (Masukkan nombor sahaja)  ","Do you usually share your personal information online?
(Example : Name, Phone Number)
Adakah anda biasanya berkongsi maklumat peribadi anda dalam talian?
(Contoh : Nama, Nombor Telefon)  ","How many different password do you have? (Enter a number only)
Berapa banyak kata laluan berbeza yang anda ada? (Masukkan nombor sahaja)  ","How many times have you downloaded something not from a trusted source in the past month?
(Trusted source for example are Google Play Store and Apple Store)
Berapa kali anda telah memuat turun sesuatu yang bukan daripada sumber yang dipercayai pada beberapa bulan lalu? 
(Sumber yang dipercayai contohnya ialah Google Play Store dan Apple Store) 
(EX: 3)","When you receive suspicious email or call what do you usually do?
Apabila anda menerima e-mel atau panggilan yang mencurigakan, apakah yang biasa anda lakukan?","How many online subscriptions do you currently have? (Enter a number only) 
Berapa banyak langganan dalam talian yang anda miliki sekarang? (Masukkan nombor sahaja) ","Do you usually read reviews before you buy something?
Adakah anda biasanya membaca ulasan sebelum anda membeli sesuatu?","How much are you willing to spend on a single online transactions?
Berapa banyak yang anda sanggup belanjakan untuk satu transaksi dalam talian? (Ex : 150) "
1/9/2025 23:10:04,No | Tidak,18-25,Female | Perempuan,Diploma,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,30,3,2,No | Tidak,5,0,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:10:08,Yes | Ya,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,3000,Daily | Harian,Social media | Sosial media,4,Rarely | Jarang,15,2,1,No | Tidak,5,3,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:10:12,Yes | Ya,26-35,Female | Perempuan,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3200,Daily | Harian,Online banking | Perbankan atas talian,6,Never | Tidak Pernah,15,2,3,Yes | Ya,15,0,Ignore It | Abaikan,7,No | Tidak,200
1/9/2025 23:10:16,No | Tidak,18-25,Female | Perempuan,Secondary School | Sekolah Menengah,Student | Pelajar,0,Weekly | Mingguan,Social media | Sosial media,3,Rarely | Jarang,0,2,2,No | Tidak,5,0,Delete it / Block | Sekat,0,Yes | Ya,0
1/9/2025 23:10:20,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),1500,Ocassionally | Kadang - Kadang,Social media | Sosial media,1,Rarely | Jarang,42,2,1,No | Tidak,4,2,Delete it / Block | Sekat,2,Yes | Ya,50
1/9/2025 23:10:24,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Diploma,Self-Employed | Bekerja Sendiri,0,Daily | Harian,Social media | Sosial media,3,Occasionally | Kadang-kadang,30,3,2,No | Tidak,4,0,Delete it / Block | Sekat,3,No | Tidak,100
1/9/2025 23:10:28,Yes | Ya,36-45,Female | Perempuan,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),5000,Daily | Harian,Online banking | Perbankan atas talian,16,Rarely | Jarang,20,2,2,No | Tidak,1,1,Delete it / Block | Sekat,1,Yes | Ya,50
1/9/2025 23:10:32,No | Tidak,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,500,Daily | Harian,Social media | Sosial media,20,Rarely | Jarang,30,3,4,No | Tidak,10,0,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:10:36,Yes | Ya,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,6,Rarely | Jarang,51,4,2,No | Tidak,6,0,Ignore It | Abaikan,4,Yes | Ya,50
1/9/2025 23:10:40,Yes | Ya,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,20,Occasionally | Kadang-kadang,60,11,4,No | Tidak,5,2,Respond and ask for more information | Balas dan minta lebih banyak maklumat,1,No | Tidak,100
1/9/2025 23:10:44,Yes | Ya,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,60,4,2,No | Tidak,2,3,Ignore It | Abaikan,3,Yes | Ya,150
1/9/2025 23:10:48,No | Tidak,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Gaming | Permainan,10,Never | Tidak Pernah,20,1,2,No | Tidak,2,2,Ignore It | Abaikan,0,Yes | Ya,100
1/9/2025 23:10:52,No | Tidak,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,7,Rarely | Jarang,20,5,4,No | Tidak,5,0,Ignore It | Abaikan,5,Yes | Ya,200
1/9/2025 23:10:56,Yes | Ya,18-25,Male | Lelaki,Diploma,Student | Pelajar,0,Weekly | Mingguan,Gaming | Permainan,2,Occasionally | Kadang-kadang,3,1,1,Yes | Ya,3,0,Ignore It | Abaikan,1,No | Tidak,100
1/9/2025 23:10:59,No | Tidak,36-45,Female | Perempuan,Secondary School | Sekolah Menengah,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3000,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,15,4,3,No | Tidak,10,0,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:11:03,Yes | Ya,18-25,Female | Perempuan,Diploma,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,75,6,4,No | Tidak,4,6,Ignore It | Abaikan,1,Yes | Ya,15
1/9/2025 23:11:07,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Daily | Harian,Social media | Sosial media,2,Occasionally | Kadang-kadang,15,5,3,Yes | Ya,3,3,Delete it / Block | Sekat,2,No | Tidak,200
1/9/2025 23:11:11,Yes | Ya,18-25,Female | Perempuan,Diploma,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,12,Occasionally | Kadang-kadang,3,4,3,No | Tidak,1,0,Respond and ask for more information | Balas dan minta lebih banyak maklumat,4,Yes | Ya,100
1/9/2025 23:11:15,Yes | Ya,36-45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4000,Daily | Harian,Social media | Sosial media,2,Occasionally | Kadang-kadang,30,3,3,Yes | Ya,2,2,Ignore It | Abaikan,2,Yes | Ya,100
1/9/2025 23:11:19,No | Tidak,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),7000,Daily | Harian,Social media | Sosial media,3,Rarely | Jarang,15,3,1,No | Tidak,2,2,Delete it / Block | Sekat,0,Yes | Ya,200
1/9/2025 23:11:23,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),10000,Daily | Harian,Social media | Sosial media,8,Rarely | Jarang,15,3,2,No | Tidak,3,0,Delete it / Block | Sekat,0,Yes | Ya,50
1/9/2025 23:11:27,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),10000,Daily | Harian,Social media | Sosial media,2,Rarely | Jarang,12,1,1,No | Tidak,1,0,Delete it / Block | Sekat,10,No | Tidak,100
1/9/2025 23:11:31,No | Tidak,Above 45 | Lebih daripada 45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),7000,Daily | Harian,Social media | Sosial media,2,Never | Tidak Pernah,10,1,1,No | Tidak,3,0,Ignore It | Abaikan,1,No | Tidak,200
1/9/2025 23:11:35,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),7000,Daily | Harian,Gaming | Permainan,2,Never | Tidak Pernah,17,3,1,Yes | Ya,3,0,Delete it / Block | Sekat,0,Yes | Ya,80
1/9/2025 23:11:39,No | Tidak,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),8000,Daily | Harian,Social media | Sosial media,6,Rarely | Jarang,13,2,2,No | Tidak,4,3,Ignore It | Abaikan,0,Yes | Ya,50
1/9/2025 23:11:43,No | Tidak,36-45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Weekly | Mingguan,Social media | Sosial media,2,Rarely | Jarang,13,2,3,No | Tidak,4,0,Delete it / Block | Sekat,2,Yes | Ya,100
1/9/2025 23:11:46,No | Tidak,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Daily | Harian,Social media | Sosial media,4,Rarely | Jarang,15,2,2,No | Tidak,3,0,Ignore It | Abaikan,2,No | Tidak,200
1/9/2025 23:11:50,No | Tidak,36-45,Female | Perempuan,Secondary School | Sekolah Menengah,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3000,Daily | Harian,Social media | Sosial media,3,Rarely | Jarang,10,2,1,No | Tidak,2,2,Ignore It | Abaikan,1,Yes | Ya,100
1/9/2025 23:11:54,No | Tidak,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),7000,Daily | Harian,Social media | Sosial media,2,Never | Tidak Pernah,30,2,3,No | Tidak,10,1,Delete it / Block | Sekat,1,Yes | Ya,150
1/9/2025 23:11:58,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),7000,Daily | Harian,Social media | Sosial media,3,Rarely | Jarang,15,1,2,Yes | Ya,5,0,Delete it / Block | Sekat,3,No | Tidak,50
1/9/2025 23:12:02,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),10000,Daily | Harian,Social media | Sosial media,7,Rarely | Jarang,20,3,4,No | Tidak,8,5,Delete it / Block | Sekat,5,Yes | Ya,300
1/9/2025 23:12:06,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),10000,Daily | Harian,Social media | Sosial media,6,Never | Tidak Pernah,10,4,3,No | Tidak,5,0,Ignore It | Abaikan,2,Yes | Ya,200
1/9/2025 23:12:10,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Retired | Bersara,5000,Ocassionally | Kadang - Kadang,Social media | Sosial media,1,Never | Tidak Pernah,15,1,1,No | Tidak,0,0,Ignore It | Abaikan,0,Yes | Ya,100
1/9/2025 23:12:14,No | Tidak,36-45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),8000,Daily | Harian,Social media | Sosial media,4,Rarely | Jarang,10,4,3,No | Tidak,3,2,Ignore It | Abaikan,5,No | Tidak,1000
1/9/2025 23:12:18,Yes | Ya,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),7000,Daily | Harian,Social media | Sosial media,2,Occasionally | Kadang-kadang,10,3,3,No | Tidak,4,10,Delete it / Block | Sekat,2,Yes | Ya,200
1/9/2025 23:12:22,No | Tidak,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,500,Daily | Harian,Social media | Sosial media,6,Rarely | Jarang,20,4,4,No | Tidak,20,0,Delete it / Block | Sekat,4,Yes | Ya,200
1/9/2025 23:12:26,Yes | Ya,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,4,Frequently | Kerap,30,4,3,No | Tidak,4,2,Ignore It | Abaikan,3,No | Tidak,400
1/9/2025 23:12:30,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),10000,Daily | Harian,Social media | Sosial media,2,Rarely | Jarang,2,2,3,No | Tidak,10,1,Delete it / Block | Sekat,2,Yes | Ya,100
1/9/2025 23:12:34,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),5000,Daily | Harian,Social media | Sosial media,3,Never | Tidak Pernah,50,3,2,No | Tidak,2,3,Ignore It | Abaikan,2,No | Tidak,120
1/9/2025 23:12:38,No | Tidak,Above 45 | Lebih daripada 45,Male | Lelaki,Secondary School | Sekolah Menengah,Retired | Bersara,0,Daily | Harian,Social media | Sosial media,6,Never | Tidak Pernah,20,3,1,No | Tidak,1,0,Delete it / Block | Sekat,2,Yes | Ya,100
1/9/2025 23:12:42,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Diploma,Retired | Bersara,3000,Daily | Harian,Social media | Sosial media,3,Rarely | Jarang,15,4,1,No | Tidak,4,0,Delete it / Block | Sekat,2,Yes | Ya,100
1/9/2025 23:12:46,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,400,Weekly | Mingguan,Social media | Sosial media,1,Rarely | Jarang,11,1,1,No | Tidak,3,0,Ignore It | Abaikan,1,No | Tidak,30
1/9/2025 23:12:50,No | Tidak,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,7,Never | Tidak Pernah,50,2,2,No | Tidak,4,0,Ignore It | Abaikan,0,Yes | Ya,100
1/9/2025 23:12:53,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Retired | Bersara,0,Daily | Harian,Social media | Sosial media,6,Never | Tidak Pernah,102,21,1,No | Tidak,2,0,Ignore It | Abaikan,1,Yes | Ya,100
1/9/2025 23:12:58,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,1000,Daily | Harian,Social media | Sosial media,8,Never | Tidak Pernah,10,3,1,No | Tidak,1,0,Ignore It | Abaikan,3,Yes | Ya,50
1/9/2025 23:13:02,Yes | Ya,18-25,Female | Perempuan,Diploma,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,7,Rarely | Jarang,20,4,2,No | Tidak,3,5,Ignore It | Abaikan,0,Yes | Ya,50
1/9/2025 23:13:06,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Retired | Bersara,5000,Daily | Harian,Social media | Sosial media,5,Never | Tidak Pernah,15,2,1,No | Tidak,5,0,Delete it / Block | Sekat,1,No | Tidak,250
1/9/2025 23:13:10,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Retired | Bersara,0,Daily | Harian,Social media | Sosial media,24,Never | Tidak Pernah,1,3,1,No | Tidak,2,4,Delete it / Block | Sekat,2,Yes | Ya,0
1/9/2025 23:13:14,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,800,Daily | Harian,Social media | Sosial media,2,Rarely | Jarang,8,1,1,No | Tidak,2,0,Delete it / Block | Sekat,2,No | Tidak,100
1/9/2025 23:13:17,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,1200,Daily | Harian,Social media | Sosial media,12,Occasionally | Kadang-kadang,8,3,4,No | Tidak,3,6,Ignore It | Abaikan,1,Yes | Ya,50
1/9/2025 23:13:21,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3000,Daily | Harian,Social media | Sosial media,4,Never | Tidak Pernah,20,3,1,No | Tidak,1,1,Delete it / Block | Sekat,5,Yes | Ya,50
1/9/2025 23:13:25,No | Tidak,36-45,Female | Perempuan,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4000,Daily | Harian,Social media | Sosial media,4,Never | Tidak Pernah,10,2,2,No | Tidak,4,0,Ignore It | Abaikan,0,Yes | Ya,150
1/9/2025 23:13:29,No | Tidak,36-45,Female | Perempuan,Diploma,Self-Employed | Bekerja Sendiri,3000,Daily | Harian,Social media | Sosial media,8,Occasionally | Kadang-kadang,30,3,2,No | Tidak,3,2,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:13:33,No | Tidak,36-45,Female | Perempuan,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6500,Daily | Harian,Social media | Sosial media,2,Rarely | Jarang,6,2,2,No | Tidak,2,2,Delete it / Block | Sekat,1,Yes | Ya,50
1/9/2025 23:13:37,No | Tidak,36-45,Female | Perempuan,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),5000,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,10,2,1,No | Tidak,4,0,Delete it / Block | Sekat,0,Yes | Ya,300
1/9/2025 23:13:41,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Retired | Bersara,9000,Ocassionally | Kadang - Kadang,Social media | Sosial media,1,Never | Tidak Pernah,10,1,1,No | Tidak,1,1,Ignore It | Abaikan,1,Yes | Ya,100
1/9/2025 23:13:45,Yes | Ya,36-45,Female | Perempuan,Secondary School | Sekolah Menengah,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),1500,Daily | Harian,Social media | Sosial media,4,Rarely | Jarang,4,1,3,Yes | Ya,2,2,Ignore It | Abaikan,2,No | Tidak,30
1/9/2025 23:13:48,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Retired | Bersara,3000,Daily | Harian,Social media | Sosial media,2,Never | Tidak Pernah,12,4,1,Yes | Ya,3,2,Ignore It | Abaikan,2,Yes | Ya,100
1/9/2025 23:13:52,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Daily | Harian,Social media | Sosial media,4,Occasionally | Kadang-kadang,20,4,1,No | Tidak,4,0,Delete it / Block | Sekat,3,Yes | Ya,450
1/9/2025 23:13:56,No | Tidak,Above 45 | Lebih daripada 45,Male | Lelaki,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),7000,Daily | Harian,Social media | Sosial media,2,Rarely | Jarang,20,3,2,No | Tidak,4,0,Delete it / Block | Sekat,2,Yes | Ya,250
1/9/2025 23:14:00,Yes | Ya,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4500,Daily | Harian,Social media | Sosial media,5,Frequently | Kerap,13,3,2,No | Tidak,2,3,Ignore It | Abaikan,3,Yes | Ya,500
1/9/2025 23:14:04,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Retired | Bersara,1000,Daily | Harian,Social media | Sosial media,1,Rarely | Jarang,2,2,1,No | Tidak,1,1,Ignore It | Abaikan,3,Yes | Ya,0
1/9/2025 23:14:08,Yes | Ya,36-45,Female | Perempuan,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),5000,Daily | Harian,Social media | Sosial media,3,Rarely | Jarang,20,2,2,No | Tidak,5,4,Ignore It | Abaikan,5,No | Tidak,200
1/9/2025 23:14:12,Yes | Ya,26-35,Male | Lelaki,Secondary School | Sekolah Menengah,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),1800,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,10,3,2,Yes | Ya,3,3,Ignore It | Abaikan,2,No | Tidak,200
1/9/2025 23:14:15,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Retired | Bersara,1300,Daily | Harian,Social media | Sosial media,4,Rarely | Jarang,8,1,1,No | Tidak,2,0,Ignore It | Abaikan,2,Yes | Ya,0
1/9/2025 23:14:19,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Daily | Harian,Social media | Sosial media,6,Occasionally | Kadang-kadang,10,3,2,No | Tidak,6,4,Ignore It | Abaikan,3,Yes | Ya,400
1/9/2025 23:14:23,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,100,Daily | Harian,Social media | Sosial media,10,Never | Tidak Pernah,0,0,0,No | Tidak,1,0,Ignore It | Abaikan,3,Yes | Ya,50
1/9/2025 23:14:27,Yes | Ya,18-25,Male | Lelaki,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),2150,Daily | Harian,Social media | Sosial media,7,Rarely | Jarang,10,3,1,Yes | Ya,3,2,Delete it / Block | Sekat,2,Yes | Ya,100
1/9/2025 23:14:31,Yes | Ya,26-35,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,1000,Ocassionally | Kadang - Kadang,Social media | Sosial media,3,Never | Tidak Pernah,200,2,1,Yes | Ya,1,2,Ignore It | Abaikan,0,Yes | Ya,100
1/9/2025 23:14:35,Yes | Ya,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Unemployed | Tidak Bekerja,5000,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,20,4,1,No | Tidak,5,0,Ignore It | Abaikan,5,Yes | Ya,1000
1/9/2025 23:14:38,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,0,Daily | Harian,Social media | Sosial media,5,Never | Tidak Pernah,10,3,1,No | Tidak,10,3,Ignore It | Abaikan,0,Yes | Ya,50
1/9/2025 23:14:42,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,1500,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,20,4,1,No | Tidak,2,2,Delete it / Block | Sekat,2,Yes | Ya,150
1/9/2025 23:14:46,Yes | Ya,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Daily | Harian,Social media | Sosial media,12,Occasionally | Kadang-kadang,30,4,2,No | Tidak,1,0,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:14:50,No | Tidak,36-45,Female | Perempuan,Secondary School | Sekolah Menengah,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Daily | Harian,Social media | Sosial media,1,Never | Tidak Pernah,19,1,2,No | Tidak,1,1,Ignore It | Abaikan,2,Yes | Ya,50
1/9/2025 23:14:54,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),10000,Daily | Harian,Social media | Sosial media,2,Never | Tidak Pernah,20,2,2,No | Tidak,5,0,Delete it / Block | Sekat,2,Yes | Ya,50
1/9/2025 23:14:58,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3000,Daily | Harian,Social media | Sosial media,3,Rarely | Jarang,7,2,2,No | Tidak,3,1,Delete it / Block | Sekat,1,Yes | Ya,50
1/9/2025 23:15:02,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,3000,Daily | Harian,Social media | Sosial media,8,Never | Tidak Pernah,10,3,1,No | Tidak,5,1,Delete it / Block | Sekat,2,Yes | Ya,200
1/9/2025 23:15:05,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,0,Daily | Harian,Social media | Sosial media,5,Never | Tidak Pernah,3,3,1,No | Tidak,2,0,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:15:09,Yes | Ya,36-45,Female | Perempuan,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),21000,Daily | Harian,E-commerce | E-perdagangan,10,Frequently | Kerap,200,6,3,No | Tidak,5,2,Ignore It | Abaikan,10,Yes | Ya,1000
1/9/2025 23:15:13,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Diploma,Unemployed | Tidak Bekerja,0,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,100,3,1,No | Tidak,1,1,Ignore It | Abaikan,1,Yes | Ya,50
1/9/2025 23:15:17,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),1500,Daily | Harian,Social media | Sosial media,3,Rarely | Jarang,20,3,2,No | Tidak,5,10,Ignore It | Abaikan,3,Yes | Ya,200
